,ISO3,Code,Region,Year,Area Lit,Electricity Consumption,CO2 Emissions,GDP,Population,N2O Emissions,CH4 Emissions,Fluoride Emissions,Poverty Headcount Ratio,CountryCode,LongName,Continent,IncomeGroup
1007,DJI,DJI,Djibouti,1996,2.891110067743639,-1.821270673,12.91665937,-0.705210314,13.41980071,,,4.158883083,,DJI,Republic of Djibouti,Middle East & North Africa,Lower middle income
1008,DJI,DJI,Djibouti,1995,2.917776036968857,-1.827034377,12.89847705,-0.697709612,13.40162409,,,4.148409678,,DJI,Republic of Djibouti,Middle East & North Africa,Lower middle income
1009,DJI,DJI,Djibouti,1994,2.806547913693061,-1.838662415,12.90760953,-0.709908388,13.38453993,,,4.137831802,,DJI,Republic of Djibouti,Middle East & North Africa,Lower middle income
1010,DJI,DJI,Djibouti,1993,2.745926936602116,-1.838662415,12.91665937,-0.7634656,13.36799614,,,4.127134385,,DJI,Republic of Djibouti,Middle East & North Africa,Lower middle income
1011,DJI,DJI,Djibouti,1992,2.4156738541532397,-1.850427257,12.879958,-0.738022538,13.34880229,,,4.116321295,,DJI,Republic of Djibouti,Middle East & North Africa,Lower middle income
1012,DMA,DMA,Dominica,2013,1.2108212811327408,-2.4159777803491362,11.790648106527437,-0.6603573577369546,11.184490840031483,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1013,DMA,DMA,Dominica,2012,1.2108212811327408,-2.410727252,11.81804708071555,-0.663948026,11.1800368,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1014,DMA,DMA,Dominica,2011,1.0567201742477004,-2.400418453,11.73348969,-0.676253646,11.17608116,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1015,DMA,DMA,Dominica,2010,0.9696899366500348,-2.431669246,11.81804708,-0.707321234,11.17278451,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1016,DMA,DMA,Dominica,2009,,-2.497262672,11.76247723,-0.695371876,11.17036473,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1017,DMA,DMA,Dominica,2008,,-2.561485364,11.76247723,-0.757389449,11.16875769,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1018,DMA,DMA,Dominica,2007,,-2.573606725,11.92070123,-0.846557394,11.16754366,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1019,DMA,DMA,Dominica,2006,,-2.585876817,11.60832655,-0.921861777,11.1660594,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1020,DMA,DMA,Dominica,2005,,-2.610878119,11.64111637,-0.993251773,11.16396356,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1021,DMA,DMA,Dominica,2004,,-2.649592632,11.60832655,-0.981438839,11.16088263,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1022,DMA,DMA,Dominica,2003,,-2.649592632,11.64111637,-1.049561541,11.15707875,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1023,DMA,DMA,Dominica,2002,,-2.717646095,11.53933368,-1.085609982,11.15347524,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1024,DMA,DMA,Dominica,2001,0.18121203525250162,-2.623617145,11.64111637,-1.069676891,11.15138154,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1025,DMA,DMA,Dominica,2000,-0.3295759302748187,-2.676260879,11.53933368,-1.091103126,11.15165426,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1026,DMA,DMA,Dominica,1999,,-2.717646095,11.29817162,-1.31773617,11.15484954,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1027,DMA,DMA,Dominica,1998,,-2.853191587,11.25165161,-1.353088872,11.16045595,,,,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1028,DMA,DMA,Dominica,1997,,-3.068302966,11.29817162,-1.403312442,11.16699262,,,1.346627949,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1029,DMA,DMA,Dominica,1996,-1.4281672983119886,-3.242656354,11.20286144,-1.442042024,11.17248938,,,1.352393672,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1030,DMA,DMA,Dominica,1995,,-3.196136338,11.29817162,-1.495943915,11.17559086,,,1.35812377,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1031,DMA,DMA,Dominica,1994,,-3.48381841,11.15156815,-1.534983457,11.17566091,,,1.363821221,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1032,DMA,DMA,Dominica,1993,,-3.57912859,11.04034251,-1.607347524,11.17331832,,,1.369486395,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1033,DMA,DMA,Dominica,1992,,-3.57912859,10.97971789,-1.651514569,11.17012525,,,1.375122184,,DMA,Commonwealth of Dominica,Latin America & Caribbean,Upper middle income
1034,DOM,DOM,Dominican Republic,2013,7.326532537556886,2.484406524746318,16.909805579619096,4.113553497052202,16.14584777359299,,,,41.1,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1035,DOM,DOM,Dominican Republic,2012,7.308029711845412,2.476454363,16.939917493044444,4.099857147,16.1334803,,,5.051297276,40.9,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1036,DOM,DOM,Dominican Republic,2011,7.205514589449076,2.4161816,16.90146386,4.062945571,16.12080597,,,5.051297276,40.4,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1037,DOM,DOM,Dominican Republic,2010,7.239994724825487,2.34999335,16.87721511,3.971101845,16.10784156,7.672059654,8.814196684,5.051297276,41.6,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1038,DOM,DOM,Dominican Republic,2009,6.911111330651161,2.289753114,16.83818662,3.868886003,16.09459537,,,4.417717085,42.1,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1039,DOM,DOM,Dominican Republic,2008,6.981117962555442,2.298275821,16.87961524,3.874193207,16.0810676,7.791192186,8.814790941,5.136727417,44.2,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1040,DOM,DOM,Dominican Republic,2007,6.991625399536216,2.484218079,16.87429289,3.785967165,16.06725867,,,4.489768313,43.6,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1041,DOM,DOM,Dominican Republic,2006,6.9687498738942075,2.438857476,16.79664302,3.582547405,16.05316591,,,4.512991299,44.2,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1042,DOM,DOM,Dominican Republic,2005,6.700728028746644,2.353601349,16.74078609,3.525469683,16.03878888,7.754138435,8.809071448,7.14729173,47.9,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1043,DOM,DOM,Dominican Republic,2004,6.823409670643455,2.073486345,16.72292138,3.098466107,16.02411426,,,4.78741674,49.95,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1044,DOM,DOM,Dominican Republic,2003,6.872545343798745,2.218701184,16.88422788,3.057204195,16.00914637,,,4.829313238,41.5,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1045,DOM,DOM,Dominican Republic,2002,7.220932181769053,2.166751624,16.87566911,3.279797917,15.99392443,,,4.194577454,32.7,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1046,DOM,DOM,Dominican Republic,2001,7.145699339414039,2.139550737,16.80202387,3.214663262,15.9785033,,,6.786207792,32.8,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1047,DOM,DOM,Dominican Republic,2000,7.1253945763082305,1.755555268,16.80072769,3.177914515,15.96291713,7.705712824,8.738527106,6.906639657,32.0,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1048,DOM,DOM,Dominican Republic,1999,6.911887638666985,1.865784105,16.73664611,3.077728818,15.94720246,,,5.422895044,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1049,DOM,DOM,Dominican Republic,1998,6.637497901636798,1.643839339,16.72771659,3.052643468,15.93132923,,,6.045218561,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1050,DOM,DOM,Dominican Republic,1997,6.710553884938062,1.569032498,16.7059547,2.975195322,15.91518037,,,6.241735909,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1051,DOM,DOM,Dominican Republic,1996,6.789181813180259,1.554770511,16.66775201,2.89766802,15.89858474,,,6.479572549,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1052,DOM,DOM,Dominican Republic,1995,6.696732782612417,1.28840586,16.58091378,2.794747403,15.88141336,,,6.392859918,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1053,DOM,DOM,Dominican Republic,1994,6.559956849861251,1.173719761,16.33924794,2.67491628,15.86359713,,,6.398102101,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1054,DOM,DOM,Dominican Republic,1993,6.400401028854038,1.309953128,16.28053214,2.56313294,15.84516596,,,6.462930669,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1055,DOM,DOM,Dominican Republic,1992,6.375755126103814,0.880456279,16.20647212,2.42282684,15.82621156,,,6.284623668,,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income
1056,ECU,ECU,Ecuador,2013,8.592947201654983,2.998832462996772,17.588898655675038,4.548310681587912,16.566704025349612,,,,25.6,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1057,ECU,ECU,Ecuador,2012,8.622508789499344,2.945491057,17.51613771184421,4.473048211,16.55114305,,,4.949278905,27.3,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1058,ECU,ECU,Ecuador,2011,8.355752790817604,2.891595453,17.39143353,4.37294381,16.53531013,,,4.949278905,28.6,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1059,ECU,ECU,Ecuador,2010,8.514910939929178,2.809706264,17.3491907,4.242123083,16.51919739,8.580749981,9.647103869,4.949278905,32.8,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1060,ECU,ECU,Ecuador,2009,8.070491898633273,2.766950356,17.35941661,4.135481483,16.50276672,,,7.120694947,36.0,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1061,ECU,ECU,Ecuador,2008,8.007237655342273,2.735862495,17.21093725,4.12329857,16.48603887,8.409184729,9.600786592,6.493357392,35.1,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1062,ECU,ECU,Ecuador,2007,8.029976080443765,2.627165472,17.25941124,3.931978111,16.46913829,,,7.228424735,36.7,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1063,ECU,ECU,Ecuador,2006,7.98820294185434,2.499697556,17.17794251,3.845926877,16.45224304,,,6.142766172,37.6,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1064,ECU,ECU,Ecuador,2005,7.694456392649883,2.348693569,17.2136383,3.725864136,16.43547477,8.424748901,9.624467853,6.877062023,42.2,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1065,ECU,ECU,Ecuador,2004,7.793076038198107,2.346452685,17.17092941,3.599820373,16.41891443,,,6.848199523,44.6,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1066,ECU,ECU,Ecuador,2003,7.486343081405733,2.152891798,17.09353833,3.479172076,16.40249233,,,6.158317073,49.9,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1067,ECU,ECU,Ecuador,2002,7.831329013701842,2.111935353,17.02190526,3.351619983,16.38598738,,,5.565091126,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1068,ECU,ECU,Ecuador,2001,7.805174990748103,2.085331661,16.9702445,3.197379383,16.36906859,,,7.487532173,54.9,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1069,ECU,ECU,Ecuador,2000,7.8226095645611275,2.056021931,16.85727859,2.908396467,16.35147432,8.310833008,9.460476328,7.58567714,64.4,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1070,ECU,ECU,Ecuador,1999,7.597922744699425,2.033266705,16.87291476,2.977816081,16.33310146,,,5.945687589,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1071,ECU,ECU,Ecuador,1998,7.6204436790222605,1.997146299,16.91692423,3.331537113,16.31398204,,,6.742175198,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1072,ECU,ECU,Ecuador,1997,7.553606042530569,1.92454058,16.72111723,3.337954784,16.29414684,,,6.785071127,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1073,ECU,ECU,Ecuador,1996,7.863934638014727,1.934560268,16.98899166,3.227870145,16.27368644,,,6.775499644,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1074,ECU,ECU,Ecuador,1995,7.718583441616181,1.804511153,16.94281511,3.195909298,16.25267689,,,6.754446744,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1075,ECU,ECU,Ecuador,1994,7.687898119417967,1.796249375,16.42833926,3.122726287,16.23110964,,,6.700347272,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1076,ECU,ECU,Ecuador,1993,7.40854942402743,1.706564623,17.00134785,2.941187714,16.2089596,,,6.893091286,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1077,ECU,ECU,Ecuador,1992,7.335393082996089,1.68713942,16.92021804,2.895572902,16.18628407,,,6.839254786,,ECU,Republic of Ecuador,Latin America & Caribbean,Upper middle income
1078,EGY,EGY,Egypt,2013,10.48871325462466,4.93887531197319,19.176860764242832,5.605702145434149,18.288450321841456,,,,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1079,EGY,EGY,Egypt,2012,10.551741542127228,4.909392216,19.19572152591706,5.571514712,18.26590706,,,8.285156337,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1080,EGY,EGY,Egypt,2011,10.510680285346863,4.89740687,19.2127229,5.463834922,18.24379599,,,8.285156337,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1081,EGY,EGY,Egypt,2010,10.609404421932616,4.80704107,19.13694501,5.388559327,18.22272961,10.11122098,10.83897485,8.285156337,25.2,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1082,EGY,EGY,Egypt,2009,10.340654797321513,4.76299377,19.10412772,5.241662822,18.20305249,,,8.25020992,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1083,EGY,EGY,Egypt,2008,10.336215981871344,4.700972972,19.09768273,5.092634129,18.18465611,10.1272709,10.85602921,8.209902249,21.6,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1084,EGY,EGY,Egypt,2007,10.36439521576469,4.651718983,19.07997417,4.871203229,18.16714663,,,8.184974316,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1085,EGY,EGY,Egypt,2006,10.23453678511758,4.566993024,19.00074826,4.677342322,18.14984641,,,8.134943234,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1086,EGY,EGY,Egypt,2005,9.992882258551855,4.493708429,18.9347483,4.496311614,18.13222657,9.9984795,10.77425986,8.085153085,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1087,EGY,EGY,Egypt,2004,10.136627262568023,4.417288561,18.83220557,4.367486255,18.11410216,,,8.000109963,19.6,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1088,EGY,EGY,Egypt,2003,9.871231183122742,4.363091491,18.81247584,4.417920674,18.09561003,,,7.953362845,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1089,EGY,EGY,Egypt,2002,10.210396658407491,4.283332461,18.66122059,4.475638562,18.07690383,,,7.932679548,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1090,EGY,EGY,Egypt,2001,10.087063016763796,4.218203031,18.64743168,4.581205391,18.05827434,,,7.898808415,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1091,EGY,EGY,Egypt,2000,10.034022202469156,4.146994885,18.76658111,4.603554291,18.03993125,9.809676748,10.48605786,7.87178446,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1092,EGY,EGY,Egypt,1999,9.598278431704856,4.098821194,18.64696388,4.507675365,18.02188649,,,7.80433298,16.7,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1093,EGY,EGY,Egypt,1998,9.45944598893172,4.015503355,18.62152234,4.440635193,18.00399228,,,7.734383851,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1094,EGY,EGY,Egypt,1997,9.36435436801709,3.946486266,18.49951197,4.362290346,17.98611477,,,7.648692123,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1095,EGY,EGY,Egypt,1996,9.716835265501677,3.86545956,18.4407834,4.214047499,17.9680553,,,7.782056669,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1096,EGY,EGY,Egypt,1995,9.610438820024997,3.853359459,18.37697301,4.096995121,17.949629,,,7.555852791,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1097,EGY,EGY,Egypt,1994,9.47256948738716,3.810634591,18.26183453,3.94927994,17.93084735,,,7.638362007,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1098,EGY,EGY,Egypt,1993,9.088817879429754,3.755020597,18.34979109,3.841141878,17.91165971,,,7.636535012,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1099,EGY,EGY,Egypt,1992,9.007813570273475,3.657984585,18.21321843,3.734222816,17.8917254,,,7.669967595,,EGY,Arab Republic of Egypt,Middle East & North Africa,Lower middle income
1100,IRL,IRL,Ireland,2013,7.830953507923296,3.200718371530901,17.369853686105845,5.447071019620191,15.34119592310498,,,,,IRL,Ireland,Europe & Central Asia,High income: OECD
1101,IRL,IRL,Ireland,2012,7.887552747862272,3.188144415,17.39122822884228,5.402524338,15.33871432,,,7.161699579,,IRL,Ireland,Europe & Central Asia,High income: OECD
1102,IRL,IRL,Ireland,2011,7.714994116038159,3.201990059,17.40093357,5.471311114,15.33650931,,,7.161699579,,IRL,Ireland,Europe & Central Asia,High income: OECD
1103,IRL,IRL,Ireland,2010,8.349513431196467,3.225986484,17.5087717,5.38648964,15.33286717,8.951090254,9.539320326,7.161699579,,IRL,Ireland,Europe & Central Asia,High income: OECD
1104,IRL,IRL,Ireland,2009,7.68221128325378,3.217210439,17.51250696,5.453363761,15.32741833,,,7.059102031,,IRL,Ireland,Europe & Central Asia,High income: OECD
1105,IRL,IRL,Ireland,2008,7.699401451678658,3.27165801,17.57139162,5.612150886,15.3172617,8.886505941,9.576031547,7.184349038,,IRL,Ireland,Europe & Central Asia,High income: OECD
1106,IRL,IRL,Ireland,2007,7.764890757649435,3.230804396,17.61582847,5.595764349,15.29687462,,,7.150952328,,IRL,Ireland,Europe & Central Asia,High income: OECD
1107,IRL,IRL,Ireland,2006,7.469658093391963,3.22225172,17.58349232,5.440350097,15.26796502,,,7.098073444,,IRL,Ireland,Europe & Central Asia,High income: OECD
1108,IRL,IRL,Ireland,2005,7.302939286807613,3.178212984,17.58856161,5.348809654,15.24100496,8.92287161,9.613141936,7.04984275,,IRL,Ireland,Europe & Central Asia,High income: OECD
1109,IRL,IRL,Ireland,2004,7.444102253529158,3.140686798,17.59561573,5.262913547,15.21921793,,,6.965941004,,IRL,Ireland,Europe & Central Asia,High income: OECD
1110,IRL,IRL,Ireland,2003,7.355346560369619,3.107659084,17.58137251,5.096666558,15.20093479,,,6.967122923,,IRL,Ireland,Europe & Central Asia,High income: OECD
1111,IRL,IRL,Ireland,2002,7.572882331598801,3.08105364,17.59100259,4.845881732,15.18464528,,,6.822011305,,IRL,Ireland,Europe & Central Asia,High income: OECD
1112,IRL,IRL,Ireland,2001,7.57754253451088,3.039543396,17.60029097,4.686337517,15.16779379,,,6.848429813,,IRL,Ireland,Europe & Central Asia,High income: OECD
1113,IRL,IRL,Ireland,2000,7.569337651213882,3.008091582,17.53480803,4.598322531,15.15187228,9.037854288,9.608915129,6.820562067,,IRL,Ireland,Europe & Central Asia,High income: OECD
1114,IRL,IRL,Ireland,1999,7.279936705108057,2.933324813,17.50785854,4.590477797,15.13854185,,,6.545335005,,IRL,Ireland,Europe & Central Asia,High income: OECD
1115,IRL,IRL,Ireland,1998,7.235385977223717,2.875145311,17.46787744,4.497699981,15.12726886,,,5.974318388,,IRL,Ireland,Europe & Central Asia,High income: OECD
1116,IRL,IRL,Ireland,1997,7.194179592094754,2.819664322,17.41074699,4.41467117,15.11683809,,,9.212224596,,IRL,Ireland,Europe & Central Asia,High income: OECD
1117,IRL,IRL,Ireland,1996,7.255456359907287,2.768894407,17.3682793,4.326723802,15.10680994,,,9.215050263,,IRL,Ireland,Europe & Central Asia,High income: OECD
1118,IRL,IRL,Ireland,1995,7.283957899301116,2.705914589,17.3107748,4.235131833,15.09889723,,,9.218545617,,IRL,Ireland,Europe & Central Asia,High income: OECD
1119,IRL,IRL,Ireland,1994,7.237203512606034,2.659280037,17.30194645,4.04376402,15.09377028,,,9.222492238,,IRL,Ireland,Europe & Central Asia,High income: OECD
1120,IRL,IRL,Ireland,1993,7.009950021360378,2.617468823,17.25835657,3.958241023,15.0898284,,,9.230633075,,IRL,Ireland,Europe & Central Asia,High income: OECD
1121,IRL,IRL,Ireland,1992,7.084608392961101,2.593162969,17.25023362,4.022896899,15.08482999,,,9.240258333,,IRL,Ireland,Europe & Central Asia,High income: OECD
1122,GNQ,GNQ,Equatorial Guinea,2013,5.1425649735691,-2.4585373947679323,15.504220173231744,2.746024229513329,13.5887128383018,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1123,GNQ,GNQ,Equatorial Guinea,2012,4.908416975105383,-2.375155786,15.578618463285602,2.803150131,13.55897696,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1124,GNQ,GNQ,Equatorial Guinea,2011,4.970400001239333,-2.405614993,15.71591634,2.755297076,13.52905174,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1125,GNQ,GNQ,Equatorial Guinea,2010,4.766898669102912,-2.405614993,15.35861463,2.449531408,13.49903113,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1126,GNQ,GNQ,Equatorial Guinea,2009,4.012743451720118,-2.43703119,15.34599617,2.236960806,13.46900516,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1127,GNQ,GNQ,Equatorial Guinea,2008,3.568136098452753,-2.43703119,15.32027128,2.736944727,13.43895793,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1128,GNQ,GNQ,Equatorial Guinea,2007,3.3056132858566807,-2.43703119,15.3833837,2.322505461,13.4087416,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1129,GNQ,GNQ,Equatorial Guinea,2006,2.7481129814923397,-2.480516301,15.37416704,2.089637194,13.37811815,,,,76.8,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1130,GNQ,GNQ,Equatorial Guinea,2005,1.900734632450203,-2.537674715,15.36564317,2.106250015,13.34689157,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1131,GNQ,GNQ,Equatorial Guinea,2004,3.158781876633688,-2.598299337,15.46765177,1.484047976,13.31496689,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1132,GNQ,GNQ,Equatorial Guinea,2003,3.137503845406332,-2.649592632,15.61019026,0.910170391,13.28239161,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1133,GNQ,GNQ,Equatorial Guinea,2002,3.4089277926008847,-2.869452108,15.42089748,0.591525629,13.24928497,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1134,GNQ,GNQ,Equatorial Guinea,2001,3.7524066960145803,-2.991341925,14.94528166,0.379216274,13.21586647,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1135,GNQ,GNQ,Equatorial Guinea,2000,4.038638965693585,-3.242656354,13.02741073,0.044971964,13.18232142,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1136,GNQ,GNQ,Equatorial Guinea,1999,3.7866981146644996,-3.935803534,13.06694157,-0.476234435,13.14870731,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1137,GNQ,GNQ,Equatorial Guinea,1998,3.81440050038423,-3.935803534,12.03577056,-0.992395526,13.11499631,,,,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1138,GNQ,GNQ,Equatorial Guinea,1997,3.6287927219594995,-3.984593698,12.5891558,-0.815681276,13.08119966,,,2.079441542,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1139,GNQ,GNQ,Equatorial Guinea,1996,4.130373476764944,-4.035886993,11.67286507,-1.459024109,13.04730357,,,2.079441542,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1140,GNQ,GNQ,Equatorial Guinea,1995,4.12237328216656,-4.035886993,11.79064811,-1.952961425,13.01328931,,,2.079441542,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1141,GNQ,GNQ,Equatorial Guinea,1994,4.038639617686634,-4.089954214,10.50971426,-2.294547455,12.97894787,,,2.079441542,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1142,GNQ,GNQ,Equatorial Guinea,1993,3.8727728556416094,-4.089954214,11.53933368,-1.994748205,12.9442147,,,2.079441542,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1143,GNQ,GNQ,Equatorial Guinea,1992,3.210076302380994,-4.089954214,12.28466661,-2.004651864,12.90937063,,,2.079441542,,GNQ,Republic of Equatorial Guinea,Sub-Saharan Africa,High income: nonOECD
1144,EST,EST,Estonia,2013,7.24266529710244,2.0874469130179736,16.80700772610617,3.2140749172563448,14.091623717865975,,,,21.8,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
1145,EST,EST,Estonia,2012,7.4676418098392725,2.106570209,16.68474958436774,3.120634539,14.09518264,,,4.157162855,18.6,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
1146,EST,EST,Estonia,2011,6.9525310877447275,2.038749747,16.74137611,3.126911136,14.09876208,,,4.157162855,17.5,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
1147,EST,EST,Estonia,2010,7.82198457921219,2.072895161,16.72452234,2.9693376,14.10179791,6.815310989,7.753323072,4.157162855,17.5,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
1148,EST,EST,Estonia,2009,6.8238412835390525,2.012329044,16.50641507,2.977599879,14.10407849,,,4.088732846,15.8,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
1149,EST,EST,Estonia,2008,6.772419075353099,2.065210763,16.67723075,3.18576544,14.10600617,6.913637942,7.719573989,3.981922133,19.7,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
1150,EST,EST,Estonia,2007,6.609400498708153,2.04034982,16.75174296,3.101382905,14.10868751,,,3.879293181,19.5,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
1151,EST,EST,Estonia,2006,6.526499454923059,1.991822707,16.59989228,2.830742343,14.11324939,,,4.520538883,19.4,EST,Republic of Estonia,Europe & Central Asia,High income: OECD
